Iteration,RMSE
1,77.00331830999367
2,10.0
3,97.85786948250528
4,37.2693609278029
5,10.0
6,18.192521532535626
7,10.0
8,9.742499691612194
9,10.0
10,66.60583088873797
11,56.90901949974641
12,18.44689271621098
13,10.0
14,10.0
15,62.211221968342684
16,75.44955173030566
17,43.37766689896353
18,11.366820376213724
19,72.98934365974006
20,17.438247891866144
21,10.0
22,10.0
23,10.0
24,10.0
25,28.778468989062553
26,10.0
27,10.0
28,10.0
29,10.0
30,42.08045372677441
31,10.0
32,10.0
33,10.0
34,10.0
35,10.0
36,10.0
37,10.0
38,10.0
39,10.0
40,10.0
41,10.0
42,10.0
43,10.0
44,10.0
45,10.0
46,10.0
47,10.0
48,26.89240770636624
49,10.0
50,10.0
51,10.0
52,10.343568457302494
53,17.25384625119704
54,10.0
55,10.0
56,28.26183566049992
57,10.0
58,22.40489529377479
59,10.0
60,10.0
61,10.0
62,10.0
63,10.0
64,10.0
65,10.0
66,10.0
67,10.0
68,10.0
69,10.0
70,10.0
71,10.0
72,10.0
73,10.0
74,10.0
75,10.0
76,10.0
77,10.0
78,27.269247925763953
79,23.17005065847213
80,19.837961990961013
81,10.0
82,17.685733933494642
83,10.0
84,10.0
85,10.0
86,10.0
87,10.0
88,10.0
89,10.0
90,10.0
91,10.0
92,10.0
93,10.0
94,10.0
95,23.392150300934656
96,10.0
97,19.455429699092917
98,22.833724644298403
99,10.0
100,10.0
101,10.0
102,10.0
103,10.0
104,10.0
105,10.0
106,10.0
107,10.0
108,10.0
109,10.0
110,10.0
111,10.0
112,54.62739244397469
113,10.0
114,10.0
115,10.0
116,10.0
117,17.125774657216283
118,10.0
119,10.0
120,10.0
121,7.81450311105
122,10.0
123,10.0
124,25.74105074969081
125,20.35776512387341
126,10.0
127,10.0
128,10.0
129,10.0
130,19.453770479968142
131,10.0
132,10.0
133,10.0
134,18.38555562575833
135,10.0
136,61.35314736907494
137,27.96579280716948
138,10.0
139,10.0
140,10.0
141,10.0
142,10.0
143,10.0
144,10.0
145,10.0
146,10.0
147,10.0
148,65.6591632585494
149,10.0
150,10.0
151,10.0
152,10.0
153,10.0
154,10.0
155,10.0
156,10.0
157,10.0
158,10.0
159,10.0
160,10.0
161,10.0
162,10.0
163,10.0
164,19.590575466087017
165,10.0
166,10.0
167,10.0
168,10.0
169,10.0
170,10.0
171,10.0
172,10.0
173,10.0
174,10.0
175,10.0
176,10.0
177,10.0
178,10.0
179,10.0
180,10.0
181,10.0
182,10.0
183,10.0
184,10.0
185,10.0
186,10.0
187,10.0
188,10.0
189,10.0
190,10.0
191,10.0
192,10.0
193,19.30259342812602
194,17.341322016818623
195,10.0
196,10.0
197,10.0
198,13.988911063073813
199,10.0
200,10.0
201,10.0
202,10.0
203,10.0
204,22.665411399273566
205,10.0
206,10.0
207,26.137810823649158
208,34.682032844779904
209,10.0
210,10.0
211,10.0
212,10.0
213,10.0
214,27.09104666361342
215,10.0
216,10.0
217,10.0
218,20.045925857489163
219,17.71556853276083
220,10.0
221,23.060514131347134
222,6.316213072424959
223,10.0
224,10.0
225,10.0
226,10.0
227,10.0
228,10.0
229,21.615866694807107
230,10.0
231,10.0
232,10.0
233,10.0
234,10.0
235,10.0
236,17.177524652982186
237,10.0
238,10.0
239,10.0
240,10.0
241,10.0
242,10.0
243,10.0
244,56.52187874229173
245,10.0
246,10.0
247,10.0
248,10.0
249,10.0
250,10.0
251,10.0
252,10.0
253,10.0
254,16.2639966955127
255,10.0
256,10.0
257,10.0
258,10.0
259,10.0
260,10.0
261,10.0
262,10.0
263,19.658939749740846
264,10.0
265,10.0
266,10.0
267,59.92956593873163
268,10.0
269,10.0
270,10.0
271,10.0
272,10.0
273,10.0
274,2.2950747529396693
275,44.41670415581337
276,20.507397917675366
277,17.491193398062947
278,10.0
279,10.0
280,22.316065745056175
281,10.0
282,44.067774599716806
283,10.0
284,10.0
285,10.0
286,17.510760932407123
287,28.1033900685721
288,10.0
289,10.0
290,10.0
291,10.0
292,10.0
293,10.0
294,10.0
295,89.2662491306089
296,10.0
297,10.0
298,10.0
299,10.0
300,10.0
301,25.18857706310952
302,46.22071856448576
303,10.0
304,4.8631757124901345
305,40.276430677725685
306,43.60066409450724
307,10.0
308,31.486705172079702
309,21.6371954649481
310,10.0
311,10.0
312,52.086590130855534
313,10.0
314,10.0
315,85.67311118211477
316,10.0
317,10.0
318,10.0
319,10.0
320,10.0
321,33.957168317031886
322,10.0
323,78.23231727318276
324,10.0
325,10.0
326,10.0
327,10.0
328,10.0
329,10.0
330,10.0
331,28.788362806742995
332,10.0
333,10.0
334,10.0
335,10.0
336,10.0
337,10.0
338,10.0
339,10.0
340,10.0
341,10.0
342,10.0
343,10.0
344,10.0
345,10.0
346,10.0
347,10.0
348,10.0
349,108.33338606647959
350,4.9972267597731985
351,10.0
352,10.0
353,11.435380802465648
354,10.0
355,10.0
356,10.0
357,10.0
358,10.0
359,10.0
360,12.92096527550653
361,10.0
362,10.0
363,10.0
364,10.0
365,24.435189466811373
366,10.0
367,10.0
368,10.0
369,10.0
370,10.0
371,10.0
372,10.0
373,10.0
374,10.0
375,10.0
376,17.654025912848297
377,10.0
378,10.0
379,10.0
380,10.0
381,10.0
382,10.0
383,10.0
384,10.0
385,10.0
386,10.0
387,10.0
388,10.0
389,10.0
390,10.0
391,10.0
392,10.0
393,10.0
394,10.0
395,10.0
396,10.0
397,10.0
398,10.0
399,10.0
400,10.0
401,10.0
402,10.0
403,10.0
404,10.0
405,10.0
406,10.0
407,10.0
408,10.0
409,10.0
410,10.0
411,10.0
412,7.078182715767789
413,18.582264689957423
414,10.0
415,27.640255133172534
416,19.442590627835504
417,10.0
418,10.0
419,10.0
420,10.0
421,10.0
422,10.0
423,10.0
424,10.0
425,10.0
426,10.0
427,10.0
428,10.0
429,10.0
430,10.0
431,10.0
432,10.0
433,10.0
434,10.0
435,10.0
436,10.0
437,10.0
438,10.0
439,10.0
440,10.0
441,10.0
442,10.0
443,10.0
444,10.0
445,10.0
446,16.082434469272435
447,10.0
448,10.0
449,10.0
450,10.0
451,10.0
452,10.0
453,10.0
454,10.0
455,10.0
456,10.0
457,10.0
458,10.0
459,10.0
460,10.0
461,10.0
462,10.0
463,10.0
464,10.0
465,10.0
466,10.0
467,10.0
468,10.0
469,10.0
470,10.0
471,10.0
472,10.0
473,10.0
474,10.0
475,10.0
476,10.0
477,10.0
478,10.0
479,10.0
480,10.0
481,10.0
482,10.0
483,66.60731360187239
484,4.572886823232077
485,10.0
486,10.0
487,10.0
488,10.0
489,3.900101621386459
490,6.232606802666064
491,5.586896608026381
492,10.0
493,6.932507797852072
494,10.0
495,114.35482243201018
496,10.0
497,18.29069688949352
498,27.202523048405524
499,10.0
500,5.754810811201003
501,7.701643865846369
502,10.0
503,10.0
504,10.0
505,10.0
506,10.0
507,10.0
508,8.524704441885344
509,10.0
510,10.0
511,11.623790983226021
512,10.0
513,10.0
514,25.13041238526191
515,9.001380925649535
516,10.0
517,10.0
518,10.0
519,10.0
520,10.0
521,10.0
522,10.0
523,10.0
524,10.0
525,10.0
526,6.730158717306217
527,9.01005003105974
528,10.0
529,12.698392873701813
530,10.0
531,10.0
532,5.8631256786973545
533,10.0
534,10.0
535,10.0
536,10.0
537,10.0
538,10.0
539,10.0
540,10.0
541,10.0
542,10.0
543,17.82266703946292
544,10.0
545,10.0
546,10.0
547,4.722064313713554
548,8.665061272538358
549,7.832540875142865
550,12.340022762147166
551,10.0
552,9.623270542151799
553,10.0
554,10.0
555,10.0
556,26.36746782818213
557,10.0
558,10.0
559,10.0
560,10.0
561,10.0
562,10.0
563,10.0
564,10.0
565,10.0
566,10.0
567,4.6098985366855
568,6.6855314882741785
569,4.5186944361215176
570,10.0
571,10.0
572,10.0
573,10.0
574,10.0
575,10.0
576,8.22344667089327
577,28.25739027483417
578,10.0
579,10.0
580,10.0
581,10.0
582,10.0
583,10.0
584,10.0
585,23.0664885527885
586,10.0
587,10.0
588,19.520834719950965
589,10.0
590,6.247184957066248
591,10.0
592,10.0
593,10.0
594,10.0
595,5.923834633675761
596,5.683026015241904
597,10.0
598,10.0
599,10.0
600,10.0
601,7.027935339067099
602,10.0
603,10.0
604,10.0
605,10.0
606,10.0
607,7.239136351782541
608,10.0
609,10.0
610,28.823241378559477
611,10.0
612,10.0
613,10.0
614,10.0
615,10.0
616,7.440245624057369
617,8.237597587451114
618,10.0
619,8.140381693167495
620,27.00424011446889
621,7.966179550437766
622,10.0
623,10.0
624,5.397151319530101
625,6.944300810335371
626,10.0
627,6.642165743579375
628,10.0
629,10.0
630,10.0
631,10.0
632,7.27837595461403
633,10.0
634,10.0
635,124.24469555895581
636,10.0
637,104.02044679027617
638,17.088065149077003
639,10.0
640,10.0
641,10.0
642,24.3996297202139
643,10.0
644,8.91123913567553
645,8.078875539489465
646,10.0
647,10.0
648,14.302809801761185
649,10.0
650,10.0
651,10.0
652,10.0
653,10.0
654,10.0
655,11.00167715283145
656,10.0
657,10.0
658,10.0
659,6.0170402035930834
660,10.0
661,10.0
662,7.05702518208355
663,10.0
664,10.0
665,10.0
666,9.756124696468387
667,10.0
668,10.0
669,10.0
670,10.0
671,10.0
672,10.0
673,10.0
674,7.530367812727436
675,8.125801420579242
676,7.597509059608554
677,10.0
678,10.0
679,10.0
680,10.0
681,10.0
682,10.0
683,10.0
684,10.0
685,10.0
686,10.0
687,6.271953279967323
688,7.967895232748205
689,10.0
690,10.0
691,10.0
692,10.0
693,6.702405148928697
694,10.0
695,10.0
696,10.0
697,10.0
698,10.0
699,10.0
700,10.0
701,10.0
702,10.0
703,10.0
704,10.0
705,10.0
706,7.694447104764859
707,10.0
708,10.0
709,10.0
710,10.0
711,10.0
712,10.0
713,6.655680310547123
714,10.0
715,10.0
716,21.104020849023634
717,10.0
718,5.507337955850061
719,3.3757069930154238
720,4.566142835256849
721,13.107623313272793
722,7.024974727017421
723,16.140391325530032
724,12.505240831123023
725,2.953304507270703
726,3.154284645372255
727,4.060987034137274
728,10.0
729,5.33377723289932
730,10.0
731,10.0
732,3.174047605760797
733,10.0
734,10.0
735,10.0
736,10.0
737,10.0
738,10.0
739,10.0
740,10.0
741,10.0
742,10.0
743,7.615029719936244
744,10.0
745,10.0
746,6.482032422047837
747,10.0
748,10.0
749,5.889392667928525
750,10.0
751,10.0
752,10.0
753,10.0
754,6.962916431351001
755,10.0
756,10.0
757,10.0
758,3.2554443159581217
759,3.185709091885513
760,10.0
761,10.0
762,6.5896130822172925
763,6.174429766238615
764,10.0
765,10.0
766,10.0
767,11.969804459121535
768,3.39923554171196
769,10.0
770,3.343937495540292
771,4.347702174846868
772,10.0
773,3.479281603842248
774,6.598006070071281
775,10.0
776,4.409840443478653
777,3.2791767999611094
778,8.974943383824462
779,3.698560687493487
780,10.0
781,10.0
782,10.0
783,8.911976463236734
784,8.370983819971674
785,10.0
786,9.889378865450933
787,10.0
788,10.0
789,10.0
790,10.0
791,10.0
792,10.0
793,10.0
794,10.0
795,4.614276585340526
796,10.0
797,10.0
798,3.5012536242335677
799,10.0
800,10.0
801,10.0
802,10.0
803,10.0
804,10.0
805,10.0
806,10.0
807,10.0
808,10.0
809,10.0
810,4.451499971459369
811,10.0
812,10.0
813,10.0
814,3.70709405098213
815,6.256012647862595
816,8.381566252152885
817,10.0
818,10.0
819,7.6939474209671745
820,10.0
821,9.343796586106793
822,10.0
823,10.0
824,10.0
825,4.045276799324365
826,10.0
827,8.516259781868346
828,10.0
829,10.0
830,10.0
831,10.0
832,10.0
833,10.0
834,3.597159380852245
835,10.0
836,10.0
837,10.0
838,10.0
839,10.0
840,105.18967616842833
841,10.0
842,10.0
843,7.448267314248286
844,7.558704449930169
845,8.417508205688726
846,10.0
847,10.0
848,4.824596330482517
849,10.0
850,10.0
851,10.0
852,10.0
853,10.0
854,10.0
855,8.688112447695346
856,10.0
857,10.0
858,10.0
859,4.625176563772712
860,10.0
861,10.0
862,10.0
863,9.374228340603713
864,10.0
865,12.571256903021832
866,10.0
867,5.023353376768864
868,10.0
869,10.0
870,19.037544781149432
871,10.0
872,10.0
873,4.788570176556827
874,10.0
875,10.0
876,10.0
877,10.0
878,5.982965652533076
879,10.0
880,10.795323943925961
881,9.069873214372286
882,10.0
883,14.021439509582983
884,10.0
885,10.0
886,10.0
887,10.0
888,10.0
889,5.984254816147966
890,10.0
891,10.0
892,10.0
893,10.0
894,10.0
895,6.8653504996581445
896,10.0
897,10.0
898,10.0
899,10.0
900,11.53786092234674
901,10.0
902,3.5379839427509103
903,10.0
904,10.0
905,3.432998191669448
906,10.0
907,17.763238053391092
908,10.0
909,6.021460024168991
910,9.158670625072064
911,6.709969399333617
912,10.0
913,6.05260483869744
914,3.6212066382431205
915,10.0
916,10.0
917,10.0
918,10.0
919,10.0
920,10.0
921,10.0
922,10.0
923,3.628963579191115
924,10.0
925,10.0
926,10.0
927,10.0
928,12.546697564946431
929,10.0
930,10.0
931,4.662092287513481
932,10.0
933,6.120773884858175
934,10.0
935,10.0
936,10.0
937,5.555876364377633
938,10.0
939,10.28289607099685
940,10.0
941,10.0
942,10.0
943,6.118241757092572
944,18.31248119347923
945,10.0
946,10.0
947,10.045865454689952
948,10.0
949,18.7090697785666
950,10.0
951,6.273630266307908
952,7.312757212508334
953,10.0
954,4.297025960557851
955,10.0
956,5.097510392149244
957,10.0
958,10.0
959,10.0
960,23.148213445535937
961,10.0
962,10.0
963,10.0
964,10.0
965,5.152559187700356
966,10.0
967,10.0
968,10.0
969,10.0
970,10.0
971,10.0
972,4.226697314498503
973,3.3144154567445057
974,6.876125944294806
975,10.0
976,10.0
977,10.0
978,10.0
979,10.0
980,10.0
981,5.008072213236714
982,10.0
983,10.0
984,13.47628515422193
985,10.0
986,10.0
987,10.0
988,4.67672375334528
989,10.0
990,10.0
991,10.0
992,5.791924391247786
993,5.979257364451328
994,4.036350429213984
995,10.0
996,10.0
997,10.0
998,10.0
999,10.0
1000,10.0
